79,944000,Unemployed,Debt,0.6527000742174621
69,266000,Employed,No Debt,0.6695111874616848
67,135000,Employed,Debt,0.6829158715710276
67,488000,Employed,Debt,0.6942053045384958
79,821000,Unemployed,Debt,0.7067618625866767
46,320000,Employed,Debt,0.6610849747177375
51,963000,Unemployed,No Debt,0.69419848969438
52,931000,Unemployed,Debt,0.6280798252700858
70,16000,Employed,No Debt,0.6844205105094673
71,571000,Unemployed,No Debt,0.6556285832488616
36,423000,Employed,No Debt,0.6522555767796976
31,174000,Employed,No Debt,0.6814444357524975
36,704000,Unemployed,Debt,0.6625055232351376
53,573000,Unemployed,No Debt,0.6527113235880114
75,897000,Employed,No Debt,0.6489878399236929
21,982000,Unemployed,No Debt,0.6350943758621633
72,16000,Employed,Debt,0.6717061354262464
68,72000,Employed,No Debt,0.650155856714
81,641000,Employed,No Debt,0.692473199496778
23,928000,Unemployed,No Debt,0.6661429562094315
37,221000,Unemployed,No Debt,0.6872704332203677
57,589000,Employed,Debt,0.6877303516695115
26,104000,Employed,No Debt,0.6779534513574177
38,56000,Employed,Debt,0.6525061087724392
19,333000,Employed,Debt,0.6893043856290515
36,36000,Unemployed,No Debt,0.650403224898158
47,206000,Unemployed,Debt,0.6489864338770983
80,639000,Employed,Debt,0.6482972000636729
83,823000,Employed,Debt,0.6503448634093321
44,946000,Unemployed,No Debt,0.6635433221754723
82,814000,Employed,No Debt,0.6378324552370761
53,149000,Unemployed,Debt,0.6505129274208842
35,441000,Unemployed,No Debt,0.6716615604083561
46,199000,Unemployed,No Debt,0.6612788215034613
58,420000,Unemployed,Debt,0.6500890736687862
53,731000,Employed,Debt,0.6455549475369124
21,409000,Employed,Debt,0.6732714102973698
78,455000,Employed,Debt,0.6917926091776574
64,642000,Unemployed,Debt,0.6386644910228607
56,247000,Unemployed,No Debt,0.6768474351503337
56,751000,Unemployed,No Debt,0.6599632635124053
42,399000,Employed,No Debt,0.6790851818853496
45,596000,Unemployed,No Debt,0.6743561829656554
66,402000,Unemployed,Debt,0.6805933844556619
38,54000,Unemployed,No Debt,0.6537809052667433
62,412000,Unemployed,No Debt,0.676374098860887
88,617000,Employed,Debt,0.6650594580102491
52,145000,Unemployed,No Debt,0.6503869910124838
59,847000,Employed,Debt,0.6646466394410538
28,614000,Employed,Debt,0.6550014307807388
87,355000,Unemployed,Debt,0.6651966191828396
69,289000,Employed,Debt,0.6503424531723612
29,692000,Employed,No Debt,0.6511987550524684
88,817000,Employed,Debt,0.6825444945655331
30,16000,Unemployed,Debt,0.6404379254002421
64,495000,Unemployed,Debt,0.6940004384215079
79,306000,Unemployed,No Debt,0.6610087566287313
86,296000,Employed,No Debt,0.6711476965438528
84,431000,Employed,No Debt,0.6843385434705505
38,989000,Employed,No Debt,0.689631857002835
67,368000,Employed,Debt,0.6897557138931177
30,163000,Employed,No Debt,0.6615992227911789
75,802000,Unemployed,No Debt,0.6564099604195214
24,279000,Employed,No Debt,0.6818851318086798
44,618000,Employed,No Debt,0.6544161669745371
73,368000,Unemployed,No Debt,0.6581936723794886
62,655000,Employed,No Debt,0.6751827344121812
79,277000,Unemployed,No Debt,0.6373419494039049
29,538000,Employed,Debt,0.6745109705358439
38,802000,Unemployed,No Debt,0.6760086679264591
79,650000,Employed,Debt,0.6375417603993782
