42,481000,Employed,No Debt,0.6385626815488056
32,497000,Unemployed,No Debt,0.6644551000606601
60,836000,Employed,No Debt,0.651342820914173
59,414000,Employed,Debt,0.6656694056711892
77,467000,Employed,No Debt,0.6784170988880286
23,419000,Employed,Debt,0.6515939894466429
60,582000,Unemployed,No Debt,0.6714351632344876
47,658000,Employed,No Debt,0.6584845336298553
21,714000,Employed,No Debt,0.6361196346757491
90,548000,Unemployed,Debt,0.6263616061273348
55,403000,Unemployed,Debt,0.6575774812696272
78,940000,Unemployed,No Debt,0.6687187579383517
79,167000,Employed,No Debt,0.6789196501193473
54,404000,Unemployed,Debt,0.6775682335067371
75,194000,Unemployed,Debt,0.6804849518568203
21,350000,Unemployed,Debt,0.6537334962533229
31,838000,Unemployed,Debt,0.6561427528435086
71,706000,Employed,Debt,0.6788302006035821
87,389000,Employed,No Debt,0.6831290256097217
66,871000,Employed,No Debt,0.6490963231324595
30,460000,Employed,Debt,0.6752057945623037
21,314000,Employed,No Debt,0.6735932279170458
42,989000,Unemployed,Debt,0.679687145033918
23,902000,Unemployed,Debt,0.6711559479073512
67,720000,Unemployed,No Debt,0.6429519103497816
66,844000,Employed,No Debt,0.6497996130711776
80,126000,Employed,Debt,0.6632522012296674
72,590000,Employed,Debt,0.6673730533718316
51,418000,Unemployed,Debt,0.6878743524489448
80,638000,Unemployed,Debt,0.6755671846834127
71,119000,Unemployed,No Debt,0.65682119860042
24,702000,Unemployed,Debt,0.6824496250586451
44,574000,Unemployed,Debt,0.672217442163817
75,284000,Employed,Debt,0.6752264464779125
24,355000,Unemployed,No Debt,0.6654082388232077
50,945000,Unemployed,Debt,0.6658770439792779
60,311000,Unemployed,Debt,0.6774338733137181
35,560000,Employed,No Debt,0.6661865481335125
90,481000,Unemployed,Debt,0.6600876320060215
27,19000,Unemployed,No Debt,0.6853268788939462
66,199000,Unemployed,Debt,0.6565446475190031
31,469000,Employed,Debt,0.6397523569084423
53,961000,Employed,Debt,0.6588620921163453
40,902000,Employed,No Debt,0.6355369784752837
