26,880000,Employed,Debt,0.6452030310340533
56,120000,Unemployed,Debt,0.6756356096647288
18,905000,Unemployed,Debt,0.6615416458201772
31,172000,Employed,No Debt,0.6495588908304138
53,785000,Employed,Debt,0.6803262329147488
71,438000,Employed,No Debt,0.6733394639753821
20,591000,Unemployed,No Debt,0.6573877537639411
53,195000,Employed,Debt,0.6770886411918248
18,515000,Unemployed,Debt,0.6509086225925751
68,967000,Unemployed,Debt,0.6682606261764619
60,584000,Employed,No Debt,0.6657681352258412
31,637000,Unemployed,Debt,0.6637611095520838
26,423000,Unemployed,Debt,0.6652880440345926
21,19000,Employed,Debt,0.6632271026403533
41,818000,Employed,Debt,0.6849716797996267
43,921000,Unemployed,No Debt,0.6661405273430122
23,137000,Employed,No Debt,0.6389026354243369
54,153000,Employed,No Debt,0.6865214843500452
67,237000,Employed,No Debt,0.6782250540866898
63,755000,Unemployed,Debt,0.6593509213182108
18,481000,Unemployed,Debt,0.6945832932401261
33,636000,Unemployed,No Debt,0.6671951080538786
68,691000,Employed,Debt,0.6476761925779222
36,410000,Unemployed,Debt,0.686570696873715
29,485000,Employed,Debt,0.6809296112502586
80,299000,Employed,Debt,0.6892703832490397
45,292000,Employed,Debt,0.6532399304885752
63,240000,Employed,No Debt,0.6644618455967038
29,129000,Unemployed,No Debt,0.6776908259911719
31,827000,Employed,Debt,0.6604072655102776
19,403000,Unemployed,No Debt,0.673339629819183
71,134000,Unemployed,Debt,0.6526385460425008
26,879000,Unemployed,No Debt,0.6716433351557808
73,343000,Employed,No Debt,0.6797605006496809
60,537000,Unemployed,Debt,0.6748232029184401
74,714000,Employed,No Debt,0.672617307947676
22,387000,Unemployed,No Debt,0.6692654968824978
50,389000,Unemployed,Debt,0.6492227982271437
27,605000,Employed,No Debt,0.6356014675201962
39,496000,Employed,Debt,0.6656530816143157
28,243000,Employed,No Debt,0.6445738117230754
43,420000,Unemployed,Debt,0.6775478816029475
32,524000,Unemployed,No Debt,0.669730630296311
77,852000,Employed,Debt,0.7104996498925851
61,769000,Unemployed,Debt,0.6646574840232955
64,138000,Unemployed,No Debt,0.6439494691158554
43,78000,Employed,Debt,0.6507920653634226
37,195000,Employed,Debt,0.6499450626044203
27,864000,Unemployed,No Debt,0.6754053360719577
50,152000,Unemployed,Debt,0.6732379674616346
52,321000,Unemployed,No Debt,0.6527404505761251
31,845000,Unemployed,Debt,0.6868925872817955
88,295000,Employed,No Debt,0.6592926473808367
78,560000,Employed,No Debt,0.6602661959837258
86,59000,Unemployed,Debt,0.6856949701415002
76,189000,Employed,No Debt,0.6894147162267422
19,502000,Employed,Debt,0.6787582142817815
34,700000,Employed,No Debt,0.669242864177129
73,152000,Unemployed,Debt,0.6443552408889796
74,447000,Unemployed,Debt,0.6519899737517586
74,313000,Employed,Debt,0.6806908437540937
51,371000,Employed,No Debt,0.6618543712979793
75,20000,Employed,No Debt,0.6304695704612119
42,556000,Unemployed,No Debt,0.6870253421641341
73,556000,Employed,Debt,0.6691760507954551
24,191000,Employed,Debt,0.6454729574863952
26,38000,Employed,No Debt,0.6498528744956987
75,393000,Employed,No Debt,0.6642772451474065
85,117000,Employed,No Debt,0.6632043930557144
28,267000,Employed,Debt,0.6570949807471117
18,48000,Unemployed,Debt,0.6927487716255794
42,892000,Employed,No Debt,0.6665592260365103
58,397000,Unemployed,No Debt,0.65973034695526
76,65000,Employed,Debt,0.6448207695893374
50,262000,Employed,Debt,0.6778759567826517
84,206000,Unemployed,Debt,0.6524440626052026
83,920000,Employed,Debt,0.6899834803850731
55,920000,Unemployed,No Debt,0.6896793503338169
42,362000,Unemployed,No Debt,0.690842234657101
57,602000,Unemployed,No Debt,0.6672331274964023
45,472000,Employed,No Debt,0.6389595333887345
26,315000,Unemployed,No Debt,0.6926957752679218
88,248000,Unemployed,No Debt,0.6738638511032508
55,429000,Unemployed,Debt,0.6485466936016485
29,689000,Employed,No Debt,0.6674872477155432
90,459000,Unemployed,No Debt,0.6762568031287323
67,790000,Employed,No Debt,0.693601086574722
69,514000,Employed,Debt,0.6663109767281471
40,421000,Employed,No Debt,0.6994621353830487
85,248000,Employed,Debt,0.6630536233122236
87,22000,Unemployed,Debt,0.6823416332522303
51,863000,Employed,No Debt,0.6746836622956811
54,668000,Employed,Debt,0.6581266960689678
57,583000,Unemployed,Debt,0.6366650018930105
24,812000,Employed,Debt,0.6731987133611407
83,876000,Employed,Debt,0.6728812954407309
22,466000,Employed,No Debt,0.6552105086933722
78,926000,Employed,Debt,0.6719479444041202
63,620000,Unemployed,No Debt,0.6628146875650908
26,919000,Employed,No Debt,0.6617607096590188
54,934000,Employed,No Debt,0.6410393754888642
53,741000,Employed,Debt,0.6860082307856548
82,324000,Employed,No Debt,0.679471095524689
74,250000,Employed,No Debt,0.6485327113887056
87,177000,Employed,No Debt,0.666871715798664
52,875000,Unemployed,Debt,0.6959954197623464
42,529000,Employed,No Debt,0.6844811795219455
86,300000,Employed,Debt,0.6549595882518243
80,961000,Unemployed,Debt,0.661170765664135
36,486000,Unemployed,No Debt,0.6535001594482215
70,39000,Unemployed,No Debt,0.6441632727111708
75,328000,Unemployed,No Debt,0.6621327956408511
26,66000,Unemployed,Debt,0.6616065812256209
70,120000,Employed,No Debt,0.6483249402823182
26,399000,Employed,No Debt,0.6370433492382185
36,434000,Unemployed,Debt,0.6767573049179486
80,559000,Unemployed,No Debt,0.6987990559082018
72,455000,Unemployed,No Debt,0.6924100605652285
38,342000,Unemployed,Debt,0.6582505743066861
87,32000,Unemployed,No Debt,0.6883349467818113
83,87000,Unemployed,Debt,0.6382504549334438
23,499000,Employed,No Debt,0.6596772920023841
36,183000,Unemployed,Debt,0.6730112032925296
38,523000,Employed,Debt,0.6820541400948007
65,325000,Unemployed,Debt,0.7061613265351095
80,125000,Unemployed,No Debt,0.6512646742635603
66,625000,Employed,Debt,0.663323698905412
81,341000,Employed,No Debt,0.6573666587088084
45,39000,Employed,Debt,0.6724412992999624
82,878000,Employed,Debt,0.6405407127801517
54,57000,Unemployed,Debt,0.654746668498945
33,464000,Employed,Debt,0.6674683526890934
43,681000,Unemployed,No Debt,0.6735404647684201
38,202000,Employed,No Debt,0.6833318156644415
25,474000,Unemployed,No Debt,0.6527568392335172
65,576000,Employed,Debt,0.6783701811569067
24,732000,Employed,Debt,0.6528531031082934
71,404000,Employed,No Debt,0.6635588440874625
62,997000,Unemployed,No Debt,0.6712454650007313
50,713000,Employed,No Debt,0.6684387032621796
72,411000,Employed,Debt,0.6598301525943494
23,677000,Unemployed,No Debt,0.6806717436699186
68,858000,Employed,No Debt,0.6746455451651512
75,495000,Employed,No Debt,0.6823231678202455
44,143000,Employed,Debt,0.6692753821738647
49,492000,Unemployed,Debt,0.6535185939605962
62,802000,Unemployed,Debt,0.6683808464066539
27,746000,Unemployed,Debt,0.6788093340810761
27,445000,Unemployed,Debt,0.6725834528677128
68,916000,Unemployed,No Debt,0.6509679097642018
70,658000,Unemployed,Debt,0.6643126652994749
64,379000,Unemployed,No Debt,0.658748009911649
50,703000,Employed,No Debt,0.6790202152068194
21,390000,Unemployed,No Debt,0.6359330459033383
32,130000,Employed,No Debt,0.6570445976080299
71,245000,Unemployed,Debt,0.6477288288134688
53,266000,Employed,No Debt,0.6609048681833861
70,268000,Unemployed,No Debt,0.6579057282032479
89,182000,Unemployed,No Debt,0.6693929639487232
21,208000,Employed,Debt,0.6619273814101451
59,890000,Employed,Debt,0.6567418052935498
52,505000,Unemployed,Debt,0.6578944807588096
37,380000,Unemployed,No Debt,0.6514240960248752
19,239000,Unemployed,Debt,0.6783568617740525
67,658000,Unemployed,No Debt,0.6694970903095372
28,766000,Employed,No Debt,0.654920170250617
48,550000,Employed,No Debt,0.6744174239691395
51,985000,Unemployed,No Debt,0.6331365409954158
58,441000,Unemployed,No Debt,0.6762845696367052
29,692000,Employed,No Debt,0.6540144807262093
30,306000,Unemployed,No Debt,0.6613699151514176
57,691000,Unemployed,No Debt,0.657801325647748
71,493000,Unemployed,Debt,0.6734397830447415
28,752000,Employed,Debt,0.6771644356095005
21,375000,Unemployed,Debt,0.7005494479080819
