68,372000,Unemployed,No Debt,0.6375355722488035
80,632000,Unemployed,Debt,0.656101998514624
83,488000,Unemployed,No Debt,0.6789853267260452
84,407000,Unemployed,No Debt,0.6995149648112949
45,375000,Employed,No Debt,0.6951254270011803
80,47000,Employed,Debt,0.6809957454286897
75,675000,Unemployed,Debt,0.672500247982456
37,756000,Employed,Debt,0.6665987309342029
23,56000,Unemployed,No Debt,0.6956428189400036
47,867000,Unemployed,No Debt,0.6578482236912532
54,400000,Employed,Debt,0.6621977327927248
36,31000,Employed,No Debt,0.6822115232644231
64,939000,Employed,Debt,0.6482223897792995
69,953000,Employed,Debt,0.6293398001467634
19,38000,Unemployed,No Debt,0.6647092108861519
28,722000,Employed,No Debt,0.6512136102392972
84,245000,Employed,Debt,0.6668095223018377
40,402000,Employed,No Debt,0.6811293882623409
52,11000,Unemployed,Debt,0.661381609574372
53,858000,Unemployed,No Debt,0.6726918676754762
29,361000,Unemployed,No Debt,0.6470285563263107
46,680000,Employed,Debt,0.662638925239428
86,456000,Employed,No Debt,0.6423289170210469
75,842000,Unemployed,Debt,0.6723703494407313
78,937000,Employed,No Debt,0.6541876188875027
82,958000,Unemployed,No Debt,0.6640711292475372
50,855000,Employed,Debt,0.7041000977650163
26,529000,Unemployed,Debt,0.6391501579848372
28,585000,Unemployed,Debt,0.6783950090110726
34,327000,Employed,Debt,0.6926767692714109
32,21000,Unemployed,No Debt,0.6855021426851691
25,932000,Employed,No Debt,0.6859584430393785
31,323000,Unemployed,No Debt,0.6888769850295625
19,677000,Employed,Debt,0.6662611553508105
68,615000,Unemployed,Debt,0.6529106523468544
64,809000,Employed,Debt,0.683357500869598
46,363000,Unemployed,Debt,0.6619563467264363
87,249000,Employed,No Debt,0.6939567889497593
32,222000,Unemployed,No Debt,0.651452357586149
54,326000,Employed,No Debt,0.6388152409138084
53,398000,Employed,Debt,0.6631507769366856
35,21000,Unemployed,No Debt,0.6424999613883817
78,48000,Employed,No Debt,0.6650761456735906
55,676000,Employed,Debt,0.6556662429670558
52,448000,Unemployed,No Debt,0.6477270735782555
86,92000,Employed,Debt,0.6759962200004956
82,813000,Employed,Debt,0.647396066095835
68,408000,Employed,No Debt,0.6718544807637258
61,13000,Unemployed,Debt,0.6794140356636929
31,814000,Unemployed,Debt,0.6679633816203066
27,783000,Employed,No Debt,0.6896632530947476
59,685000,Employed,Debt,0.6894492967674699
55,627000,Unemployed,No Debt,0.6710973603242606
55,274000,Unemployed,Debt,0.6672413640810984
63,390000,Unemployed,No Debt,0.6597014909714232
24,147000,Employed,No Debt,0.6752640397464476
82,864000,Employed,No Debt,0.6421362709275564
79,21000,Employed,Debt,0.65456278789322
71,577000,Unemployed,No Debt,0.670618508443222
86,959000,Employed,No Debt,0.6888549206518958
59,674000,Unemployed,No Debt,0.6735434284094928
88,496000,Unemployed,Debt,0.6639386006238153
26,588000,Employed,No Debt,0.6758390334993372
60,857000,Employed,No Debt,0.6821476643379406
51,269000,Unemployed,Debt,0.678145094053403
65,868000,Unemployed,Debt,0.6644658909614444
65,826000,Employed,Debt,0.6669859754752279
31,767000,Employed,Debt,0.6685802052379208
26,897000,Employed,Debt,0.6522741381256113
24,327000,Employed,Debt,0.6970618959295529
35,669000,Unemployed,Debt,0.6566843634460884
65,477000,Unemployed,Debt,0.6692836183422235
41,274000,Unemployed,Debt,0.6711970441236715
69,930000,Unemployed,Debt,0.6376767254506461
50,722000,Unemployed,Debt,0.6679209480949255
32,541000,Employed,No Debt,0.6597895290982861
56,501000,Unemployed,Debt,0.6636299147339078
18,321000,Employed,No Debt,0.6724591296781512
37,783000,Unemployed,No Debt,0.6759594458128053
